Region,Watershed,Segment Interval,Independent Variable,varcomp,proportion,source_file
ETF,ETF,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.313599658704192,ETF\Outputs\Segmented 5m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_deposition_logtrans,tailup_de,0.674845735566253,ETF\Outputs\Segmented 5m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_deposition_logtrans,euclid_de,0.0114700310559569,ETF\Outputs\Segmented 5m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_deposition_logtrans,nugget,1.2387013477941e-41,ETF\Outputs\Segmented 5m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_deposition_logtrans,1 | as.factor(ch_watershed),8.45746735978713e-05,ETF\Outputs\Segmented 5m\ETF sfm_deposition_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.0948996128819425,ETF\Outputs\Segmented 5m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_erosion_logtrans,tailup_de,0.905099952079792,ETF\Outputs\Segmented 5m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_erosion_logtrans,euclid_de,7.37362381197963e-08,ETF\Outputs\Segmented 5m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_erosion_logtrans,nugget,1.04832131278453e-17,ETF\Outputs\Segmented 5m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_erosion_logtrans,1 | as.factor(ch_watershed),3.61302027350991e-07,ETF\Outputs\Segmented 5m\ETF sfm_erosion_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_net change_logtrans,Covariates (PR-sq),0.130598044888065,ETF\Outputs\Segmented 5m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_net change_logtrans,tailup_de,2.4351479037036297e-11,ETF\Outputs\Segmented 5m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_net change_logtrans,euclid_de,0.868207009211563,ETF\Outputs\Segmented 5m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_net change_logtrans,nugget,2.0413638885900402e-65,ETF\Outputs\Segmented 5m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,ETF,5m,sfm_net change_logtrans,1 | as.factor(ch_watershed),0.0011949458760196,ETF\Outputs\Segmented 5m\ETF sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,5m,lidar_erosion_logtrans,Covariates (PR-sq),0.0892580777078155,ETF\Outputs\Segmented 5m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,lidar_erosion_logtrans,tailup_de,0.910741391204255,ETF\Outputs\Segmented 5m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,lidar_erosion_logtrans,euclid_de,5.3108792979221e-07,ETF\Outputs\Segmented 5m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,lidar_erosion_logtrans,nugget,5.31646143498577e-24,ETF\Outputs\Segmented 5m\LM2 lidar_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.127055555706768,ETF\Outputs\Segmented 5m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_deposition_logtrans,tailup_de,0.187131831684041,ETF\Outputs\Segmented 5m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_deposition_logtrans,euclid_de,0.685719582514529,ETF\Outputs\Segmented 5m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_deposition_logtrans,nugget,9.30300946623892e-05,ETF\Outputs\Segmented 5m\LM2 sfm_deposition_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.161738659769938,ETF\Outputs\Segmented 5m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_erosion_logtrans,tailup_de,0.838260245290242,ETF\Outputs\Segmented 5m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_erosion_logtrans,euclid_de,1.09493730968705e-06,ETF\Outputs\Segmented 5m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_erosion_logtrans,nugget,2.50946539735889e-12,ETF\Outputs\Segmented 5m\LM2 sfm_erosion_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_net change_logtrans,Covariates (PR-sq),0.167652159346627,ETF\Outputs\Segmented 5m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_net change_logtrans,tailup_de,0.832322717277247,ETF\Outputs\Segmented 5m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_net change_logtrans,euclid_de,2.51233761258837e-05,ETF\Outputs\Segmented 5m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LM2,5m,sfm_net change_logtrans,nugget,2.63101199563258e-299,ETF\Outputs\Segmented 5m\LM2 sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,5m,lidar_erosion_logtrans,Covariates (PR-sq),0.150981758575816,ETF\Outputs\Segmented 5m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,lidar_erosion_logtrans,tailup_de,0.0676475414594564,ETF\Outputs\Segmented 5m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,lidar_erosion_logtrans,euclid_de,0.708588649693918,ETF\Outputs\Segmented 5m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,lidar_erosion_logtrans,nugget,0.0727820502708098,ETF\Outputs\Segmented 5m\LPM lidar_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.132116956202183,ETF\Outputs\Segmented 5m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_deposition_logtrans,tailup_de,0.191175123870367,ETF\Outputs\Segmented 5m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_deposition_logtrans,euclid_de,0.676705960639122,ETF\Outputs\Segmented 5m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_deposition_logtrans,nugget,1.95928832786902e-06,ETF\Outputs\Segmented 5m\LPM sfm_deposition_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.18647469732893,ETF\Outputs\Segmented 5m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_erosion_logtrans,tailup_de,0.813525296661764,ETF\Outputs\Segmented 5m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_erosion_logtrans,euclid_de,3.6931273885037703e-09,ETF\Outputs\Segmented 5m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_erosion_logtrans,nugget,2.31617815673444e-09,ETF\Outputs\Segmented 5m\LPM sfm_erosion_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_net change_logtrans,Covariates (PR-sq),0.0688851760435004,ETF\Outputs\Segmented 5m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_net change_logtrans,tailup_de,1.39017959155605e-05,ETF\Outputs\Segmented 5m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_net change_logtrans,euclid_de,0.910438912883609,ETF\Outputs\Segmented 5m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,LPM,5m,sfm_net change_logtrans,nugget,0.0206620092769753,ETF\Outputs\Segmented 5m\LPM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,5m,lidar_erosion_logtrans,Covariates (PR-sq),0.0762423676314812,ETF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,lidar_erosion_logtrans,tailup_de,0.923757561230153,ETF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,lidar_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,lidar_erosion_logtrans,euclid_de,7.11132849737994e-08,ETF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,lidar_erosion_logtrans,nugget,2.5080984375974796e-11,ETF\Outputs\Segmented 5m\MM lidar_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_deposition_logtrans,Covariates (PR-sq),0.156952407173907,ETF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_deposition_logtrans,tailup_de,0.843046097777234,ETF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_deposition_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_deposition_logtrans,euclid_de,1.49504885918072e-06,ETF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_deposition_logtrans,nugget,4.05527976315813e-53,ETF\Outputs\Segmented 5m\MM sfm_deposition_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_erosion_logtrans,Covariates (PR-sq),0.0511389527788417,ETF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_erosion_logtrans,tailup_de,0.114682750620422,ETF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_erosion_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_erosion_logtrans,euclid_de,0.834141622850831,ETF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_erosion_logtrans,nugget,3.66737499052416e-05,ETF\Outputs\Segmented 5m\MM sfm_erosion_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_net change_logtrans,Covariates (PR-sq),0.0144501799331749,ETF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_net change_logtrans,tailup_de,0.985547625371895,ETF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_net change_logtrans,taildown_de,0.0,ETF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_net change_logtrans,euclid_de,1.81701539314233e-06,ETF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
ETF,MM,5m,sfm_net change_logtrans,nugget,3.7767953741682e-07,ETF\Outputs\Segmented 5m\MM sfm_net change_logtrans\varcomp_results.csv
